hint_1  = "A Mão Branca não deve confiar no Olho Despido demasiado, nem ao contrário."
hint_2  = "Contra quem estás a lutar, quem estás a ajudar e onde uma batalha decorre determina que reino aliado repara e talvez aprecie os teus esforços"
hint_3  = "Escuteiros são uma fonte de informação para o Reino, assim como os prisioneiros  que são arrastados para as masmorras para tortura e interrogação.Libertando prisioneiros e enviar escuteiros pode cegar o inimigo."
hint_4  = "Lembra-te que tu tens um valor diferente de Pontos de Recurso entre cada Reino, o que lhe dão o direito de obter reabastecido com equipamentos e tropas dentro desse Reino."
hint_5  = "O colapso militar de um reino é irreversível. Mordor nunca pode sofrer tal destino, mas a guerra acabará se o seu poder militar estiver contido e todos os seus aliados forem derrotados."
hint_6  = "É preciso uma mente fria para evitar entrar em pânico para um Nazgul. É preciso um controle perfeito do cavalo para evitar que ele entre em pânico."
hint_7  = "Tu podes descansar no mapa do mundo premindo a Barra de Espaços. No entanto, os membros do partido ferido vão curar mais rápido enquanto descansam nas cidades."
hint_8  = "Para reivindicar rapidamente e dar itens fora na Janela do Inventário, prime CTRL enquanto clique no botão esquerdo."
hint_9  = "Tu podes sair de qualquer localização ao premir a tecla TAB. Prime a tecla Backspace durante uma batalha para traz o interface de comando."
hint_10  = "Animais podem entrar em panico perto de trolls e olog-hais. Cuidado!"
hint_11  = "O Poder do Homem é um recurso crucial de um reino: tirar e manter tropas de baixo do teu comando irá consumir Pontos de Recurso da respetiva fação."
hint_12  = "Tu podes dar ordens ao teu bando enquanto em batalha. Tu podes pressionar SHIFT para fazer zoom enquanto a fazer mira contra inimigos distantes."
