hint_1  = "Biela Ruka by nemal príliš dôverovať Oku bez viečka. Avšak to platí aj opačne. "
hint_2  = "To, proti komu bojuješ, komu pomáhaš a kde sa bitka odohráva, určuje, ktoré spojenecké kráľovstvo si všimne a prípadne odmení tvoje zásluhy."
hint_3  = "Zvedi sú pre Kráľovstvo zdrojom informácií, rovnako ako väzni pri mučení a výsluchu. Oslobodzovaním väzňov a vysielaním zvedov môžeš zmiasť nepriateľa."
hint_4  = "Pamätaj, že všetky kráľovstvá majú odlišný druh Bodov Zásob, ktoré ti umožňujú obchodovať a verbovať jednotky do armády v danom kráľovstve. "
hint_5  = "Vojenský úpadok kráľovstiev je nezvratný. Ten však nikdy nepostihne Mordor -  vojna skončí, až keď sa vyčerpá všetka jeho vojenská sila a všetci jeho spojenci budú porazení. "
hint_6  = "Je potrebná vysoká inteligencia (INT) pre to, aby si nepodliahol panike vyvolanej Nazgúlom. Perfektná inteligencia je potrebná, aby si zabránil spanikáreniu tvojho jazdeckého zvieraťa. "
hint_7  = "Na mape sveta môžeš oddychovať držaním medzerníka. Avšak zranení vojaci sa liečia rýchlejšie, keď oddychuješ v meste. "
hint_8  = "Na rýchle presúvanie položiek z tvojho inventára a zase doň drž tlačítko control a ľavým tlačítkom myši klikaj na položky, ktoré chceš presunúť. "
hint_9  = "Oblasť môžeš okamžite opustiť stlačením tabulátora - tlačítka Tab - a rozhranie veliteľa môžeš počas boja otvoriť stlačením tlačítka Backspace. "
hint_10  = "Zvieratá, napríklad kone, môžu v blízkosti zlobrov a olog-haiov spanikáriť. Dávaj si na to pozor! "
hint_11  = "Pracovná sila je dôležitá súčasť všetkých kráľovstiev: verbovanie jednotiek a velenie nad nimi bude spotrebúvať tvoje Body Zásob danej frakcie. "
hint_12  = "Počas boja môžeš dávať svojej armáde rozkazy. Podrž Shift pre priblíženie pri mierení na vzdialených nepriateľov. "
