itm_no_item|INVALID ITEM
itm_no_item_pl|INVALID ITEM
itm_horse_meat|Horse Meat
itm_horse_meat_pl|Horse Meat
itm_practice_sword|Practice Sword
itm_practice_sword_pl|Practice Sword
itm_arena_lance|Lance
itm_arena_lance_pl|Lance
itm_practice_staff|Wooden Staff
itm_practice_staff_pl|Wooden Staff
itm_practice_bow|Practice Bow
itm_practice_bow_pl|Practice Bow
itm_wooden_javelin|Wooden javelin
itm_wooden_javelin_pl|Wooden javelin
itm_human_meat|Human Flesh
itm_human_meat_pl|Human Flesh
itm_maggoty_bread|Maggoty Bread
itm_maggoty_bread_pl|Maggoty Bread
itm_cram|Cram Ration
itm_cram_pl|Cram Ration
itm_lembas|Lembas
itm_lembas_pl|Lembas
itm_smoked_fish|Smoked Fish
itm_smoked_fish_pl|Smoked Fish
itm_dried_meat|Dried Meat
itm_dried_meat_pl|Dried Meat
itm_cattle_meat|Beef
itm_cattle_meat_pl|Beef
itm_grain|Wheat
itm_grain_pl|Wheat
itm_tools|Tools
itm_tools_pl|Tools
itm_siege_supply|Supplies
itm_siege_supply_pl|Supplies
itm_quest_wine|Wine
itm_quest_wine_pl|Wine
itm_quest_ale|Ale
itm_quest_ale_pl|Ale
itm_metal_scraps_bad|Low grade metal scraps
itm_metal_scraps_bad_pl|Low grade metal scraps
itm_metal_scraps_medium|Usable metal scraps
itm_metal_scraps_medium_pl|Usable metal scraps
itm_metal_scraps_good|Good quality metal scraps
itm_metal_scraps_good_pl|Good quality metal scraps
itm_oliphant|Oliphaunt
itm_oliphant_pl|Oliphaunt
itm_sumpter_horse|Sumpter Horse
itm_sumpter_horse_pl|Sumpter Horse
itm_saddle_horse|Saddle Horse
itm_saddle_horse_pl|Saddle Horse
itm_steppe_horse|Steppe Horse
itm_steppe_horse_pl|Steppe Horse
itm_courser|Courser
itm_courser_pl|Courser
itm_hunter|Hunter
itm_hunter_pl|Hunter
itm_pony|Pony
itm_pony_pl|Pony
itm_free_arnor_warhorse|Arnorian Warhorse
itm_free_arnor_warhorse_pl|Arnorian Warhorse
itm_dunedain_warhorse|Dunedain Warhorse
itm_dunedain_warhorse_pl|Dunedain Warhorse
itm_rohirrim_courser|Rohirrim Courser
itm_rohirrim_courser_pl|Rohirrim Courser
itm_rohirrim_hunter|Rohirrim Hunter
itm_rohirrim_hunter_pl|Rohirrim Hunter
itm_rohirrim_courser2|Rohirrim Armoured Courser
itm_rohirrim_courser2_pl|Rohirrim Armoured Courser
itm_rohan_warhorse|Rohirrim Warhorse
itm_rohan_warhorse_pl|Rohirrim Warhorse
itm_thengel_warhorse|Eorl Warhorse
itm_thengel_warhorse_pl|Eorl Warhorse
itm_rhun_horse_a|Rhun Horse
itm_rhun_horse_a_pl|Rhun Horse
itm_rhun_horse_b|Rhun Horse
itm_rhun_horse_b_pl|Rhun Horse
itm_rhun_horse_d|Rhun Horse
itm_rhun_horse_d_pl|Rhun Horse
itm_rhun_horse_e|Rhun Heavy Horse
itm_rhun_horse_e_pl|Rhun Heavy Horse
itm_rhun_horse_f|Rhun Heavy Horse
itm_rhun_horse_f_pl|Rhun Heavy Horse
itm_rhun_horse_g|Rhun Heavy Horse
itm_rhun_horse_g_pl|Rhun Heavy Horse
itm_rhun_horse_h|Rhun Heavy Horse
itm_rhun_horse_h_pl|Rhun Heavy Horse
itm_dale_horse|Rhovanion Horse
itm_dale_horse_pl|Rhovanion Horse
itm_dale_warhorse|Rhovanion Warhorse
itm_dale_warhorse_pl|Rhovanion Warhorse
itm_riv_warhorse|Rivendell Warhorse
itm_riv_warhorse_pl|Rivendell Warhorse
itm_riv_warhorse2|Imladris Steed
itm_riv_warhorse2_pl|Imladris Steed
itm_mordor_warhorse|Mordor Warhorse
itm_mordor_warhorse_pl|Mordor Warhorse
itm_mordor_warhorse2|Mordor Sinister Warhorse
itm_mordor_warhorse2_pl|Mordor Sinister Warhorse
itm_gondor_courser|Gondor Courser
itm_gondor_courser_pl|Gondor Courser
itm_gondor_hunter|Gondor Hunter
itm_gondor_hunter_pl|Gondor Hunter
itm_dol_amroth_warhorse|Dol Amroth Warhorse
itm_dol_amroth_warhorse_pl|Dol Amroth Warhorse
itm_dol_amroth_warhorse2|Dol Amroth Heavy Warhorse
itm_dol_amroth_warhorse2_pl|Dol Amroth Heavy Warhorse
itm_gondor_warhorse|Gondor Warhorse
itm_gondor_warhorse_pl|Gondor Warhorse
itm_gondor_lam_horse|Lamedon Armored Horse
itm_gondor_lam_horse_pl|Lamedon Armored Horse
itm_lorien_warhorse|Lothlorien Warhorse
itm_lorien_warhorse_pl|Lothlorien Warhorse
itm_harad_horse|Harad Horse
itm_harad_horse_pl|Harad Horse
itm_harad_warhorse|Harad Warhorse
itm_harad_warhorse_pl|Harad Warhorse
