dlga_start:mutiny_pretalk_1|Hey, {playername}. Bak sana ne diyeceğiz.. ^Burdaki adamlar homurdanıyor! Daha çok eğlence, daha az yürümek istiyorlar.
dlga_mutiny_pretalk_1:mutiny_pretalk_2|Tekrar hatta geç, sülük! Savaştayız ve ben senin komutanınım.
dlga_mutiny_pretalk_2:close_window|Nasıl isterseniz komutanım, dilediğiniz gibi...
dlga_start:mutiny_talk_1|Merhaba komutan. Bak sana ne diyeceğiz... Burdaki adamlar mutlu değil, hem de hiç değil. ^Yeterli insan eti yoksa yeterli eğlence de yoktur. ^Buradakiler senin yeterince iyi olmadığını düşünüyor, komutan!
dlga_mutiny_talk_1:mutiny_talk_2|Ne?Savaş sırasında isyan mı? ^Bunun cezası ölümdür,sülük!
dlga_mutiny_talk_2:close_window|Sana ne diyeğeciz... ^Burdaki adamlar SENİ ÖLDÜRDÜĞÜM zaman onlar için daha iyi bir komutan olabileceğimi düşünüyor!
dlga_start:troll_introduce_1|Sorun mu var?
dlga_start:troll_talk_1|Sinirlendin mi?
dlga_troll_introduce_1:troll_goodbye|Oha! Konuşan bir troll?!
dlga_troll_introduce_1:close_window|Benim atım var.
dlga_troll_talk_1:troll_talk_2|Trolle beni, troll.
dlga_troll_talk_1:close_window|Benim atım var.
dlga_troll_talk_2:troll_talk_3|Hodri meydan!^^{s4}
dlga_troll_beaten:troll_talk_1|Zekanızın önünde diz çöküyorum, Trollerin Usta Tuzakçısı!
dlga_troll_goodbye:close_window|TROLLOLOLOLOLOLOLOL!
dlga_start:hobbit_merry_talk_met|Tekrar merhaba, {playername}!
dlga_start:hobbit_pippin_talk_met|Tekrar merhaba, {playername}!
dlga_start:hobbit_general_talk_1|Merhaba, {sir/madam}! Benim adım Meriadoc Brandybuck ama bana Merry diyebilirsiniz!
dlga_start:hobbit_general_talk_1.1|Merhaba, {sir/madam}! Benim adım Peregrin Took ama bana Pippin diyebilirsiniz!
dlga_hobbit_general_talk_1:close_window|Şimdi zamanım yok.
dlga_hobbit_general_talk_1:hobbit_general_talk_first_met|Konuş. Senin ırkından birini daha önce hiç görmemiştim.
dlga_hobbit_general_talk_1:hobbit_general_talk_second_met|Konuş.Sanırım sana benzeyen birini Edoras'ta görmüştüm.
dlga_hobbit_general_talk_1:hobbit_general_talk_second_met.1|Konuş,Sanırım sana benzeyen biriyle Minas Tirith'te tanışmıştım.
dlga_hobbit_general_talk_first_met:hobbit_general_talk_3|Biliyorum. Çok uzaklardan geliyorum! Ben hobbitim, {sir/madam}, Shire'lıyım.
dlga_hobbit_general_talk_second_met:hobbit_general_talk_3|Oh, Bu benim bitanecik kuzenim olmalı! Peregrin Took ya da Pippin, nasıl hitap ederseniz. Biz Hobbitiz, {sir/madam}, ve ikimiz de Shire'dan geliyoruz! Eski güzel Pippin, Minas Tirith'te nasıl idare ettiğini merak ediyorum.
dlga_hobbit_general_talk_second_met:hobbit_general_talk_3.1|Oh, Bu benim bitanecik kuzenim olmalı! Meriadoc Brandybuck ya da Merry, nasıl hitap ederseniz. Biz Hobbitiz, {sir/madam}, ve ikimiz de Shire'dan geliyoruz! Eski güzel Merry,Edoras'ta nasıl idare ettiğini merak ediyorum.
dlga_hobbit_general_talk_3:close_window|Şimdilik hoşçakalın.
dlga_start:hobbit_merry_talk_met.1|Tekrar hoş geldin, {playername}!
dlga_start:hobbit_pippin_talk_met.1|Tekrar hoş geldin, {playername}!
dlga_hobbit_merry_talk_met:close_window|Merhaba, Bay Merry.
dlga_hobbit_pippin_talk_met:close_window|Merhaba, Bay Pippin.
dlga_start:treebeard_introduce_1|(En sıradışı yaratığa baktığını fark ediyorsun.Çok uzun boylu, sert yapraklı, kabuk derili ve yaprağa benzeyen saçları var. Vücudunun bazı kısımlarını yosun tutmuş.Tam baktığın sırada gözlerini fark ediyorsun.Derin gözleri sana bakıyor,yavaş ve ciddi ama bir o kadar da keskin ve delici.Kahverengi olduklarını ve yeşil ışıkla vurulduklarını düşünüyorsun,sanki arkalarında devasa bir kuyu var ve yılların hafızası onlarda.Yavaş ve istikrarlılar.Ama yüzeysel olarak bakıldığında gözleri şuan ile parlıyor..Tıpkı güneşin bir ağacın yapraklarına yumuşak ve titrek bir ışıkla parlaması gibi ya da derin bir gölün dalgaları gibi.)
dlga_treebeard_introduce_1:treebeard_introduce_2|(Tam bir şey söylemek üzereyken garip,boğucu bir his doğuyor içine,sanki hava solumak için çok kalın ya da yetersizmiş gibi...Umutsuz bir nefes alışla içindeki o hissi atıyorsun ve devasa ağaç benzeri yaratık bakışlarını senin üzerine yoğunlaştırıyor.Yaratık sana bakmaya devam ediyor ve tam o anda farkediyorsun ki diğer devasa ağaçlar da seni izliyormuş,konuşmanı bekler gibi...)
dlga_treebeard_introduce_2:treebeard_introduce_3|İzinsiz girdiğim için özür dilerim...Ben yorgun bir gezginim ve yakın zamanda yaptığım şeylerden dolayı sığınacak bir yer arıyorum.Benim adım {playername}. Sizin kim olduğunuzu öğrenebilir miyim?
dlga_treebeard_introduce_3:treebeard_introduce_4|(Sert kabuklu devasa ağaç, yavaşça dallar,yapraklar ve yosunlar tarafından görünmez hale gelmiş ağzını açıyor.Çok derin,yavaş ve boğuk bir sesle çok yavaşça ve hükmedici bir sesle izah etmeye başlıyor:)^Hrooom... Hmmm....*Ben* sana ismimi söyleyecek değilim...hiç bir koşulda.Çünkü çok fazla zaman alırdı.Benim ismim her zaman büyüyor ve çok çok uzun zamandır yaşıyor;yani benim ismim bir hikaye gibi.Benim lisanımda gerçek isimler sahip oldukları şeylerin hikayesidir,Eski Ent dilinde yani.Çok güzel bir dil ama o dilden bir kelime konuşmak bile çok uzun sürer.Çünkü biz konuşmaya ve dinlemeye lüzum olmadıkça o lisanı kullanmayız.'
dlga_treebeard_introduce_4:treebeard_introduce_5|Oh,sen bir Entsin! Efsaneler senden bahseder ve ben senin huzurunda olmaktan gurur duyuyorum.Size yük olmak istemem ve dilerseniz ayrılırım.
dlga_treebeard_introduce_5:treebeard_questtalk|(Sert kabuklu dev Ent ve yanındaki Entler dakikalarca sessiz bir şekilde yerlerinde durdular,bu sırada bir esinti onların arasından geçiyordu.Birbirlerine bakıyolardı ta ki üvez ağacına benzeyen aceleci bir Ent konuşmak isteyene kadar.Her nasılsa, dev sert kabuklu Ent devam edene kadar sessiz kaldı:)
dlga_treebeard_questtalk:treebeard_quest_brief|{reg2?Daha önceden de söylediğim gibi...:Hroom...Bize gösterdiğiniz nazik davranışlardan dolayı teşekkürler. Elflerle tekrar güzel konuşmak {reg1?alışılmadık bir durum  senin race:nice için}.} Entwives kaybolduğundan beri, zaman hiç iyi değil ve şimdi birçok kötü yaratık, evimizi yıkmak isteyen Karanlıkların efendisi tarafından serbest bırakıldı.Biz hızlı ama aceleci olmayan birini arıyoruz.Bir sonraki hareketlerimizi tartışırken yardım edebilecek birisi.Birçok ork grubu ormanlarımıza akın edip ateşli oklarla ağaçlarımızı yaktılar.Eğer sen orkları öldürmek için orada olup bir daha evlerimizin tehlikede olmayacağından emin olsaydın, bizde seni gerçek dost olarak düşünürdük.Bunu yaptıktan sonra seninle tekrar kouşuruz.
dlga_treebeard_quest_brief:close_window|Evet, Orklar acımasız yaratıklar. Ormana bir daha zarar vermelerinden emin olacağım.
dlga_treebeard_quest_brief:treebeard_pretalk|Üzgünüm,bunun için zamanım yok.
dlga_treebeard_questtalk:close_window|(Ent lideri yavaşça mühürlenmiş ağzını açıyor ve diğer Entler sana bakıp yavaşça derinden gelen ve yeri sarsan bir ses çıkartıyorlar- Onların seninle Entish dilinde alay ettiklerini anlıyorsun. Genç gözüken bir Üvez ağacı 7 parmaklı dev ayağını yere basıyor ve sallantısı neredeyse seni yere düşürüyor.)\n^Yavaş ol, Hızlıkiriş, Küçük savaşçı arkadaşımıza zarar vermek istemeyiz. Hrrrm... Benim adım Ağaçsakal, Entlerin en yaşlısı, ve servislerinden dolayı sana minnettarız... Hrrrm.... İzninle Ent suyunu başaranın bir kutlaması olarak sana vereyim.
dlga_treebeard_questtalk:close_window.1|(Hafif esinti, yaprak şeklindeki saçları ve sakalları arasından süzülürken Sert Kabuklu Dev ve yoldaş Ent'leri kıpırmadan sessizce bekledi.)
dlga_treebeard_pretalk:treebeard_talk_response|Hrooom... Ne bilmek istersin, genç arkadaşım?
dlga_treebeard_talk_response:treebeard_about_himself|Kendin hakkında daha fazla şey anlat.
dlga_treebeard_talk_response:treebeard_about_entwives|Bana Dişi-Entleri anlat.
dlga_treebeard_talk_response:treebeard_about_ents|Bana Entleri anlat.
dlga_treebeard_talk_response:close_window|Boşver,güle güle.
dlga_treebeard_about_himself:treebeard_pretalk|(Ent lideri soğuk ve ağır başlı görünür.Bir süre sonra konuşmaya başlar:)^'Aceleci olma... ağaçlar orklardan güvenlü bir hale gelince bunun hakkında daha fazla konuşabiliriz.'
dlga_treebeard_about_himself:treebeard_pretalk.1|Hrooom... Ben Türümün en yaşılışıyım hmmm... Bazı ölümlüler tarafından ağaçsakal olarak bilinirim ve elfer bana Fangorn diye seslenir. Hummm...  Ben, Ciltkabuğu ve Yapraklüle karanlıktan önce ormandan geçen tek entleriz. Eskisi kadar kıvrılabilir değilim... Gençkiriş kıvrılabilir ve sallanabilir ince bir ağaç gibi rüzgarda...\nHummm...  Eğer Ent eşler buradalar ise...
